"id","name","itemTypeId","itemSubTypeId","slots","description"
"2111","Spiritus Sancti","2","514","0","""Personifica\u00e7\u00e3o do terceiro membro da sant\u00edssima trindade, citada no livro das revela\u00e7\u00f5es. Apenas os soldados da divina provid\u00eancia podem empunh\u00e1-lo.\n--------------------------\n^a400cdIndestrut\u00edvel em batalha.^000000\n--------------------------\n^0000ffINT +2. VIT +3.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^777777120^000000 DEFM: ^7777773^000000\nPeso: ^777777160^000000\nN\u00edvel necess\u00e1rio: ^77777783^000000\nClasses: ^777777Templ\u00e1rios e evolu\u00e7\u00f5es^000000"""
"2112","Vembrassa do Aprendiz","2","514","0","""Apenas para Aprendizes. A Associa\u00e7\u00e3o Secreta de Curtidores de Couro de Prontera criou esta vembrassa produzida inteiramente com trabalho artesanal. Na frente do escudo pode-se ler \""Patroc\u00ednio: ASCCP, cobertura nacional e internacional\"". Parece mais uma estrat\u00e9gia de marketing para vender mais escudos... \n^0000ffImposs\u00edvel de se aprimorar.^000000\nClasse: ^777777Escudo^000000\nDefesa: ^77777720^000000\nPeso: ^7777770.1^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Exclusivo para Aprendizes^000000"""
"2113","Escudo do Aprendiz [1]","2","514","1","""Um belo escudo feito de um metal especial para a classe Aprendiz.\n--------------------------\n^0000ffResist\u00eancia as propriedades Fogo, \u00c1gua, Terra, Vento, Fantasma, Maldito, Sombrio, Sagrado e Veneno +20%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777720^000000 DEFM: ^7777770^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^77777740^000000\nClasses: ^777777Aprendizes e evolu\u00e7\u00f5es^000000"""
"2114","Broquel de Pedra [1]","2","514","1","""Um escudo de pedra obtido por Thor ao matar Hrungnir, rei dos gigantes. Ele possui os poderes dos gigantes, que rivalizam com a for\u00e7a dos deuses.\n--------------------------\n^0000ffResist\u00eancia a oponentes de tamanho Grande +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777745^000000 DEFM: ^7777770^000000\nPeso: ^777777150^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas, exceto Aprendizes^000000"""
"2115","Escudo da Valquíria [1]","2","514","1","""Um escudo usado por Gna, mensageira de Freyja, quando ela serviu como uma Valqu\u00edria.\n--------------------------\n^0000ffResist\u00eancia as propriedades Fogo, \u00c1gua, Maldito e Sombrio +20%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777780^000000 DEFM: ^7777775^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas, exceto Aprendizes^000000"""
"2116","Guardião Angelical [1]","2","514","1","""Anjo Guardi\u00e3o do Superaprendiz. Escudo que cont\u00e9m poder sagrado, anulando o mal.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Dem\u00f4nio +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777730^000000 DEFM: ^7777770^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777720^000000\nClasses: ^777777Aprendizes e evolu\u00e7\u00f5es^000000"""
"2117","Proteção de Braço","2","514","0","""Um protetor de bra\u00e7o criado especialmente \npara a classe Ninja, ele \u00e9 forrado \ncom uma chapa de a\u00e7o que garante maior \ndefesa e durabilidade. \nTipo: ^777777Escudo^000000 \nDefesa: ^77777750^000000 \nPeso: ^77777715^000000 \nN\u00edvel necess\u00e1rio: ^77777720^000000 \nClasses: ^777777Ninja^000000"""
"2118","Proteção de Braço [1]","2","514","1","""Um protetor de bra\u00e7o especialmente \npara a classe Ninja, ele \u00e9 forrado \ncom uma chapa de a\u00e7o que garante maior \ndefesa e durabilidade. \nTipo: ^777777Escudo^000000 \nDefesa: ^77777750^000000 \nPeso: ^77777715^000000 \nN\u00edvel necess\u00e1rio: ^77777720^000000 \nClasses: ^777777Ninja^000000"""
"2119","Proteção de Braço Avançada","2","514","0","""Um protetor de bra\u00e7o criado exclusivamente para a classe Ninja, ele \u00e9 melhorado com Prote\u00e7\u00e3o M\u00e1gica de alto n\u00edvel por um grande artes\u00e3o.\n^0000ffDEFM +5.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777745^000000\nPeso: ^77777715^000000\nN\u00edvel necess\u00e1rio: ^77777750^000000\nClasses: ^777777Ninjas e evolu\u00e7\u00f5es^000000"""
"2120","Proteção de Braço Avançada [1]","2","514","1","""Um protetor de bra\u00e7o criado exclusivamente para a classe Ninja, ele \u00e9 melhorado com Prote\u00e7\u00e3o M\u00e1gica de alto n\u00edvel por um grande artes\u00e3o.\n^0000ffDEFM +5.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777745^000000\nPeso: ^77777715^000000\nN\u00edvel necess\u00e1rio: ^77777750^000000\nClasses: ^777777Ninjas e evolu\u00e7\u00f5es^000000"""
"2121","Grimório [1]","2","514","1","""Livro de magia t\u00e3o grosso que pode ser usado como escudo por Magos.\nINT + 1 , DEFM + 2\nClasse:  ^777777Escudo^000000\nDefesa: ^77777725^000000\nPeso: ^777777100^000000\nClasses: ^777777Mago e suas evolu\u00e7\u00f5es, Espiritualista^000000"""
"2122","Escudo de Platina","2","514","0","""Um magn\u00edfico escudo de platina.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Morto-Vivo +10%.^000000\n^0000ffResist\u00eancia a oponentes de tamanho M\u00e9dio e Grande +15%.^000000\n--------------------------\nAo receber danos m\u00e1gicos:\n^0000ff15% de chance de autoconjurar [Reflex\u00e3o M\u00e1gica] nv.7.^000000 \n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777795^000000 DEFM: ^7777775^000000\nPeso: ^777777120^000000\nN\u00edvel necess\u00e1rio: ^77777768^000000\nClasses: ^777777Transclasses^000000"""
"2123","Travessa de Orleans [1]","2","514","1","""Uma placa de a\u00e7o redonda e brilhante, usada para servir comida.\n^0000ffDEFM +2.^000000\nAo receber dano m\u00e1gico de alvo \u00fanico:\n^0000ff5% de chance de refletir a magia.^000000\n^FA4E09Conjunto^000000\n^FA4E09[Luvas de Orleans]^000000\n^0000ffConjura\u00e7\u00e3o vari\u00e1vel -10%.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777775^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^77777755^000000\nClasses: ^777777Transclasses, exceto Aprendizes^000000"""
"2124","Escudo Farpado [1]","2","514","1","""Um escudo bruto, com d\u00fazias de estacas. Um agressor pode ficar muito machucado. \n--------------------------\n^FA4E09Conjunto^000000\n^FA4E09[Chifres de Bis\u00e3o]^000000\n^0000ffReflete 5% do dano recebido.^000000\n^0000ffVelocidade de ataque +10%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777785^000000 DEFM: ^7777772^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^77777755^000000\nClasses: ^777777Transclasses, exceto Aprendizes^000000"""
"2125","Escudo Colossal [1]","2","514","1","""Um escudo maci\u00e7o que suporta firmemente qualquer tipo de ataque. \n--------------------------\n^0000ffImpede o usu\u00e1rio de ser empurrado.^000000\n--------------------------\n^0000ffResist\u00eancia a todas as propriedades^000000 ^ff0000-20%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777790^000000 DEFM: ^7777770^000000\nPeso: ^777777250^000000\nN\u00edvel necess\u00e1rio: ^77777775^000000\nClasses: ^777777Transclasses de Espadachins, Mercadores, Gatunos e evolu\u00e7\u00f5es^000000"""
"2128","Spiritus Sancti [1]","2","514","1","""Personifica\u00e7\u00e3o do terceiro membro da sant\u00edssima trindade, citada no livro das revela\u00e7\u00f5es. Apenas os soldados da divina provid\u00eancia podem empunh\u00e1-lo.\n--------------------------\n^a400cdIndestrut\u00edvel em batalha.^000000\n--------------------------\n^0000ffINT +2. VIT +3.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^777777120^000000 DEFM: ^7777773^000000\nPeso: ^777777160^000000\nN\u00edvel necess\u00e1rio: ^77777783^000000\nClasses: ^777777Templ\u00e1rios e evolu\u00e7\u00f5es^000000"""
"2129","Bíblia de Exorcismo","2","514","0","""Livro que cont\u00e9m habilidades b\u00e1sicas para Cl\u00e9rigos. \n^0000FFINT +1.^000000\n^0000FFRegenera\u00e7\u00e3o natural de HP e SP +3%.^000000\n^FA4E09Conjunto^000000\n^FA4E09[Vara Sagrada]^000000\n^0000FFDano de [Magnus Exorcismus] +20%.^000000\nAo receber danos f\u00edsicos:\n^0000FF2% de chance de autoconjurar [Esconjurar] nv. 1.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777780^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777750^000000\nClasses: ^777777Sacerdotes, Monges e evolu\u00e7\u00f5es^000000"""
"2130","Escudo Cruzado [1]","2","514","1","""Grande escudo no formato de uma cruz.\n--------------------------\n^0000ffFOR +1.^000000\n^0000ffCusto de SP das habilidades^000000 ^ff0000+10%.^000000\n^0000ffDano de [Choque R\u00e1pido] e [Escudo Bumerangue] +30%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^777777130^000000 DEFM: ^7777770^000000\nPeso: ^777777200^000000\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasses: ^777777Templ\u00e1rios e evolu\u00e7\u00f5es^000000"""
"2131","Bíblia da Magia, Vol. 1 [1]","2","514","1","""Livro pesado com mensagens obscuras.\n--------------------------\n^0000ffINT +2.^000000\n--------------------------\nAo receber danos f\u00edsicos corpo a corpo:\n^0000ff10% de chance de infligir Atordoamento no oponente.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777718^000000 DEFM: ^7777773^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Mago T, Espiritualistas e evolu\u00e7\u00f5es^000000"""
"2132","Escudo de Força [A]","2","514","0","""Um poderoso escudo de energia m\u00e1gica capaz de proteger contra todos os tipos de ataques.\nReduz em 20% o dano de todos os monstros.\nReflete 1% do dano de ataques f\u00edsicos.\nTipo: ^777777Escudo^000000\nDefesa: ^777777140^000000\nPeso: ^7777770^000000\nClasses: ^777777Todas^000000"""
"2133","Escudo de Torneio [1]","2","514","1","""Escudo com espa\u00e7o para colocar uma lan\u00e7a. Muito eficiente para se defender. \n^0000ffDano f\u00edsico +1%.^000000\n^FA4E09Conjunto^000000\n^FA4E09Qualquer 1 dos itens abaixo^000000\n^FA4E09[Lan\u00e7a Longa] ou^000000\n^FA4E09[Lan\u00e7a de Ca\u00e7a] ou^000000\n^FA4E09[Lan\u00e7a de Gancho]^000000\n^0000ffDEF +2.^000000\n^0000ffDano f\u00edsico +4% adicional.^000000\nCavaleiros e evolu\u00e7\u00f5es:\n^0000ffVelocidade de ataque -5%.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^777777105^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^77777750^000000\nClasses: ^777777Espadachins T. e evolu\u00e7\u00f5es^000000"""
"2134","Escudo de Escamas de Naga [1]","2","514","1","""Um escudo duro e firme, feito das escamas de Naga. \nEssas escamas s\u00e3o afiadas como l\u00e2minas.\n--------------------------\nAo receber danos f\u00edsicos:\n^0000ff1% de chance de ativar um [Efeito] por 5 segundos.^000000\n--------------------------\nA cada 2 refinos a partir do +10:\n^0000ffDura\u00e7\u00e3o do efeito +1 segundo.^000000\n--------------------------\n^CD3278Efeito:^000000\n^0000ffReflete +3% dos danos f\u00edsicos recebidos.^000000\nA cada refino at\u00e9 o +10:\n^0000ffReflete +1%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777735^000000 DEFM: ^7777773^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Transclasses 2-1 e 2-2^000000"""
"2135","Escudo das Sombras [1]","2","514","1","""Um escudo pequeno e preto que pode ser usado no bra\u00e7o.\n--------------------------\n^fa4e09Conjunto^000000\n^fa4e09Passos das Sombras [0]^000000\nAo receber danos f\u00edsicos:\n^0000ff20% de chance de infligir Cegueira nos oponentes.^000000\n^0000ff2% de chance de ativar um [efeito] por 10 segundos.^000000\n--------------------------\n^CD3278Efeito:^000000\n^0000ffEsquiva +20.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777752^000000 DEFM: ^7777770^000000\nPeso: ^77777780^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Desordeiros e evolu\u00e7\u00f5es^000000"""
"2138","Escudo de Bradium [1]","2","514","1","""Escudo de Bradium, pesado e forte.\n--------------------------\n^0000ffAGI^000000 ^ff0000-1.^000000 ^0000ffHP m\u00e1x. +500.^000000\n^0000ffDano de [Escudo Bumerangue] +60%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777798^000000 DEFM: ^7777770^000000\nPeso: ^777777180^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Transclasses^000000"""
"2139","Lança-Chamas","2","514","0","""Lan\u00e7a um poderoso jato de fogo para causar dano no oponente.\nClasse: ^777777Escudo^000000\nDefesa: ^77777760^000000\nPeso: ^777777200^000000\nN\u00edvel necess\u00e1rio: ^77777799^000000\nClasses: ^777777Apenas Mec\u00e2nicos^000000"""
"2140","Escudo Espiritual [1]","2","514","1","""Escudo com decora\u00e7\u00e3o de asas que emana energia r\u00fanica e fortalece o esp\u00edrito.\nSP +2%\nClasse: ^777777Escudo^000000\nDefesa: ^77777770^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^7777799^000000\nClasses: ^777777Cavaleiro R\u00fanico^000000"""
"2146","Vembrassa Prateada [1]","2","514","1","""Um escudo com gravuras em prata e a\u00e7o. A decora\u00e7\u00e3o reflete a luz de forma bela.\nClasse: ^777777Escudo^000000\nDefesa: ^77777760^000000\nPeso: ^77777730^000000\nN\u00edvel necess\u00e1rio: ^77777722^000000\nClasses: ^777777Todas^000000"""
"2147","Escudo Redondo [1]","2","514","1","""Escudo redondo fortalecido com Elunium muito usado por diversos ex\u00e9rcitos.\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777790^000000 DEFM: ^7777770^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777722^000000\nClasses: ^777777Todas as transclasses, exceto Aprendizes^000000"""
"2148","Escudo de Pétalas [1]","2","514","1","""Escudo criado com metal do outro mundo. Ele se assemelha a uma flor desabrochando devido \u00e0s pe\u00e7as met\u00e1licas ao seu redor.\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^777777130^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Espadachins e evolu\u00e7\u00f5es^000000"""
"2149","Vembrassa Evoluída [1]","2","514","1","""Escudo quadrado, pequeno mas efetivo para bloquear ataques inimigos.\n^0000ffM\u00e1ximo HP + 3%.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777725^000000\nPeso: ^77777715^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2150","Broquel Evoluído [1]","2","514","1","""Escudo redondo com uma al\u00e7a para segurar.\n^0000ffM\u00e1ximo HP + 3%.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777745^000000\nPeso: ^77777730^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Espadachim, Novi\u00e7o, Mercador, Gatuno e evolu\u00e7\u00f5es. Bardo e Odalisca^000000"""
"2151","Escudo Evoluído [1]","2","514","1","""Escudo de fabrica\u00e7\u00e3o precisa, quase impenetr\u00e1vel a ataques.\n^0000ffM\u00e1ximo HP +3%.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^7777778^000000\nPeso: ^77777765^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Espadachim e evolu\u00e7\u00f5es^000000"""
"2153","Guarda Imperial [1]","2","514","1","""Um belo escudo com os s\u00edmbolos do Reino gravados em seu corpo.\n^0000ffDEFM +5.^000000\n^0000ffDano de [Escudo Compressor] +20%.^000000\nA cada refino acima do +6:\n^0000ffDano de [Escudo Compressor] +2%.^000000\nTipo: ^777777escudo^000000 \nDefesa: ^777777120^000000\nPeso: ^777777250^000000\nN\u00edvel Necess\u00e1rio: ^777777102^000000\nClasse: ^777777Guardi\u00e3o Real^000000"""
"2154","Escudo de Brinquedo [1]","2","514","1","""Um escudo feito de pl\u00e1stico. N\u00e3o subestime esse brinquedo!\n^0000ffEsquiva Perfeita +2.^000000\nN\u00edvel Base 79 ou menos:\n^0000ffEsquiva +5.^000000\n^0000ffResist\u00eancia a propriedade Neutro +5%.^000000\nRefino +6 ou mais:\n^0000ffEsquiva Perfeita +3 adicional.^000000\nTipo: ^777777Escudo^000000 \nDefesa: ^7777771^000000 \nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777710^000000\nClasses: ^777777Todas^000000"""
"2156","Bíblia da Promessa (Volume 1) [1]","2","514","1","""Um livro antigo de can\u00e7\u00f5es sagradas entregue na catedral. Dizem que ele vendeu como banana e foi publicado como parte de uma s\u00e9rie.\n--------------------------\n^0000ffHabilita [Poder de Odin] nv.1.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777710^000000 DEFM: ^7777772^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^777777110^000000\nClasses: ^777777Arcebispos e evolu\u00e7\u00f5es^000000"""
"2158","Refletor dos Malditos [1]","2","514","1","""Escudo refletor que bloqueia maldi\u00e7\u00f5es e afugenta inimigos indesejados.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Humanoide^000000 ^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade Maldito +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
"2159","Escudo Coral [1]","2","514","1","""Lindo escudo forjado com metais especiais, que causaram uma rea\u00e7\u00e3o e deu esse tom avermelhado lindo e muito brilhante, um luxo s\u00f3.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Dem\u00f4nio^000000 ^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade Fogo +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
"2160","Escudo Gigante [1]","2","514","1","""Reprodu\u00e7\u00e3o do escudo dos gigantes guardi\u00f5es do Templo Antigo. Um ferreiro lend\u00e1rio concedeu a ele o poder dos guardi\u00f5es.\n--------------------------\n^0000ffResist\u00eancia a oponentes de tamanho Grande +5%.^000000\nRefino +9 ou mais:\n^0000ffResist\u00eancia a oponentes de tamanho Grande +5% adicional.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^777777130^000000 DEFM: ^7777770^000000\nPeso: ^777777280^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Espadachins e evolu\u00e7\u00f5es^000000"""
"2161","Livro Antigo de Geffenia - Água [1]","2","514","1","""O continente esquecido de Geffenia guarda um tesouro secreto. Poucos s\u00e3o os que podem usar a magia desta arma.\n--------------------------\n^0000ffINT +1.^000000\n--------------------------\nINT base 120 ou mais:\n^0000ffATQM +10.^000000\n^0000ffHP m\u00e1x. +800.^000000\n--------------------------\n^FA4E09Conjunto^000000\n^FA4E09[Bast\u00e3o de L\u00e1grimas]^000000\nA cada refino do escudo:\n^0000ffConjura\u00e7\u00e3o vari\u00e1vel de [Nevasca], [Zero Absoluto] e [Esquife de Gelo] -4%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777730^000000 DEFM: ^7777772^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Arcanos^000000"""
"2162","Bíblia da Promessa (Volume 2) [1]","2","514","1","""Um livro antigo de m\u00fasicas sacras cantadas na catedral.\n--------------------------\n^0000ffEfetividade de cura +5%.^000000\n^0000ffHabilita [Poder de Odin] nv.2.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777720^000000 DEFM: ^7777775^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^777777140^000000\nClasses: ^777777Arcebispos e evolu\u00e7\u00f5es^000000"""
"2163","Escudo Cerúleo [1]","2","514","1","""Um escudo que reflete o azul do c\u00e9u e os ataques inimigos. Ao olhar para o escudo, \u00e9 poss\u00edvel observar a imensid\u00e3o do infinito.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Bruto^000000 ^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade \u00c1gua +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
"2164","Escudo Brilhante [1]","2","514","1","""Um escudo m\u00e1gico que permite se defender de ataques de alguns tipos.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Morto-Vivo^000000 ^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade Sombrio +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
"2165","Escudo Solar [1]","2","514","1","""Um escudo m\u00e1gico, aben\u00e7oado pela deusa Sigel, tamb\u00e9m conhecida como Sol.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Planta^000000 ^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade Terra +5%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
"2166","Bíblia de Exorcismo [1]","2","514","1","""Livro que cont\u00e9m habilidades b\u00e1sicas para Cl\u00e9rigos. \n^0000FFINT +1.^000000\n^0000FFRegenera\u00e7\u00e3o natural de HP e SP +3%.^000000\n^FA4E09Conjunto^000000\n^FA4E09[Vara Sagrada]^000000\n^0000FFDano de [Magnus Exorcismus] +20%.^000000\nAo receber danos f\u00edsicos:\n^0000FF2% de chance de autoconjurar [Esconjurar] nv. 1.^000000\nTipo: ^777777Escudo^000000\nDefesa: ^77777780^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777750^000000\nClasses: ^777777Sacerdotes, Monges e evolu\u00e7\u00f5es^000000"""
"2167","Escudo do Mestre dos Venenos [1]","2","514","1","""Capaz de resistir e repelir todos os tipos de veneno gra\u00e7as aos muitos anos dedicados ao estudo do Mestre dos Venenos, antigo dono deste escudo.\n--------------------------\n^0000ffResist\u00eancia a ra\u00e7a Planta^ff0000-5%.^000000\n^0000ffResist\u00eancia a oponentes de propriedade Veneno +5%.^000000\n--------------------------\n^FA4E09Conjunto^000000\n^FA4E09[Sapatos do Mestre Dos Venenos]^000000\n^0000ffResist\u00eancia a oponentes de propriedade Veneno +5%.^000000\nA cada refino do escudo:\n^0000ffResist\u00eancia a propriedade Veneno +2%.^000000\n--------------------------\nTipo: ^777777Escudo^000000\nDEF: ^77777750^000000 DEFM: ^7777770^000000\nPeso: ^777777130^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas^000000"""
