"id","name","itemTypeId","itemSubTypeId","slots","description"
"2512","Manteau do Aprendiz [1]","2","515","1","""Um belo, dur\u00e1vel e leve manteau para aventureiros iniciantes.\n^0000ffReduz a propriedade de dano Neutro em 10%.^000000\nTipo: ^777777Capa^000000\t\t\nDefesa: ^7777777^000000\nPeso: ^77777750^000000\t\t\nN\u00edvel necess\u00e1rio: ^77777740^000000\nClasses: ^777777Aprendiz^000000"""
"2513","Robe da Donzela Celestial [1]","2","515","1","""Um robe transparente, decorado com um belo padr\u00e3o, usado pelas donzelas celestiais quando voam pelos c\u00e9us. \nTipo: ^777777Capa^000000\nDEF: ^77777718^000000 DEFM: ^7777770^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasse: ^777777Todas, exceto Aprendizes^000000"""
"2514","Ombreira [1]","2","515","1","""Um par de pesadas coberturas para os ombros que oferecem prote\u00e7\u00e3o eficaz em combate.\nTipo: ^777777Capa^000000\t\t\nDefesa: ^77777725^000000\nPeso: ^77777780^000000\t\t\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasses: ^777777Espadachim, Mercador e Gatuno^000000"""
"2515","Asa de Águia [1]","2","515","1","""Um robe que um dia ajudou o deus Odin a escapar de uma amea\u00e7a fatal.\n--------------------------\n^fa4e09Conjunto^000000\n^fa4e09[Cajado do Vento]^000000\n^0000ffAumenta a velocidade de movimento.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777712^000000 DEFM: ^7777770^000000\nPeso: ^77777730^000000\nN\u00edvel necess\u00e1rio: ^77777785^000000\nClasses: ^777777Magos, Espiritualistas e evolu\u00e7\u00f5es^000000"""
"2516","Sobrepeliz do Falcão","2","515","0","""Uma sobrepeliz que pertence a Freya, filha de Njord, e que era sempre emprestada a Loki. \nVesti-la torna o usu\u00e1rio t\u00e3o \u00e1gil quanto um falc\u00e3o em voo.\n--------------------------\n^0000ffEsquiva +15.^000000\n^0000ffEsquiva perfeita +5.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777778^000000 DEFM: ^7777770^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas, exceto Aprendizes^000000"""
"2517","Manteau de Vali","2","515","0","""Um manteau que um dia pertenceu a Vali, filho de Odin. Ele representa o esp\u00edrito de luta de Vali, que o permitiu vencer o guerreiro Hoedr apesar de sua cegueira.\n^0000ffReduz a propriedade de dano Neutro em 15%.^000000\nTipo: ^777777Capa^000000\t\t\nDefesa: ^77777713^000000\nPeso: ^77777760^000000\t\t\nN\u00edvel necess\u00e1rio: ^77777765^000000\nClasses: ^777777Todas exceto Aprendiz e Evolu\u00e7\u00e3o^000000"""
"2518","Véu de Morpheus","2","515","0","""Um v\u00e9u marcado com antigos padr\u00f5es de conjura\u00e7\u00e3o que \u00e9 uma uma das quatro chaves para abrir o selo que prende Morpheus.\n--------------------------\n^0000ffSP m\u00e1x. +10%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777778^000000 DEFM: ^7777773^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777733^000000\nClasses: ^777777Todas, exceto aprendizes^000000"""
"2519","Manteau de Morrigane","2","515","0","""Um manteau feito com penas de corvo cinzento que foram encantadas pelo poder de Morrigane, cuja encarna\u00e7\u00e3o \u00e9 o corvo cinzento.\n^0000ffSOR +2, Esquiva Perfeita +8.^000000\nTipo: ^777777Capa^000000\t\t\nDefesa: ^7777779^000000\nPeso: ^77777760^000000\t\t\nN\u00edvel necess\u00e1rio: ^77777761^000000\nClasses: ^777777Todas exceto Aprendiz e Evolu\u00e7\u00e3o^000000"""
"2520","Ombreiras de Goibne","2","515","0","""A primeira cria\u00e7\u00e3o de Goibne, sua rara e preciosa armadura.\n--------------------------\n^0000ffVIT +1.^000000\n^0000ffResist\u00eancia a danos f\u00edsicos a dist\u00e2ncia +10%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777711^000000 DEFM: ^7777772^000000\nPeso: ^77777770^000000\nN\u00edvel necess\u00e1rio: ^77777754^000000\nClasses: ^777777Todas, exceto Aprendizes^000000"""
"2521","Cardigã Angelical [1]","2","515","1","""O confort\u00e1vel e quente Casaco do Anjo Guardi\u00e3o do Superaprendiz. \n--------------------------\n^0000ffRegen. natural de HP +5%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777776^000000 DEFM: ^7777770^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^77777720^000000\nClasses: ^777777Aprendizes e evolu\u00e7\u00f5es^000000"""
"2522","Camiseta","2","515","0","""Roupa leve feita em 100% algod\u00e3o leg\u00edtimo e \u00e9 bastante dur\u00e1vel.\n--------------------------\n^fa4e09Conjunto^000000\n^fa4e09[Roupa de Baixo]^000000\n^0000ffAGI +5.^000000\n^0000ffEsquiva +10.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777775^000000 DEFM: ^7777771^000000\nPeso: ^77777715^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2523","Camiseta [1]","2","515","1","""Roupa leve feita em 100% algod\u00e3o leg\u00edtimo e \u00e9 bastante dur\u00e1vel.\n--------------------------\n^fa4e09Conjunto^000000\n^fa4e09[Roupa de Baixo]^000000\n^0000ffAGI +5.^000000\n^0000ffEsquiva +10.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777775^000000 DEFM: ^7777771^000000\nPeso: ^77777715^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2524","Manto das Valquírias [1]","2","515","1","""Um manto usado pelas Valqu\u00edrias, as donzelas guerreiras de Odin.\n^a400cdIndestrut\u00edvel em batalha.^000000\n^FA4E09Magos, Novi\u00e7os, Arqueiros e evolu\u00e7\u00f5es:^000000\n^0000ffEsquiva perfeita +5.^000000\nA cada refino at\u00e9 o +10:\n^0000ffEsquiva perfeita +2.^000000\n^FA4E09Espadachins, Mercadores, Gatunos e evolu\u00e7\u00f5es:^000000\n^0000ffReflete 5% dos ataques f\u00edsicos recebidos.^000000\nA cada refino at\u00e9 o +10:\n^0000ffReflete +2%.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777710^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Classes 3 e Transclasses, exceto Aprendizes^000000"""
"2525","Capa do Marquês [1]","2","515","1","""Rumores dizem que essa capa foi usada por um marqu\u00eas da antiguidade.\n--------------------------\n^0000ffAGI +1.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^7777779^000000 DEFM: ^7777770^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777740^000000\nClasses: ^777777Todas, exceto Aprendizes e evolu\u00e7\u00f5es^000000"""
"2527","Sopro do Dragão [1]","2","515","1","""Uma capa que causa uma grande sensa\u00e7\u00e3o de calor, como um sopro de drag\u00e3o.\n^0000ffResist\u00eancia a ra\u00e7a Drag\u00e3o +15%^000000 \nAo equipar a Matadora de Drag\u00e3o, Ca\u00e7adora de Drag\u00f5es ou a Gae Bolg:\n^0000ffDano contra a ra\u00e7a Drag\u00e3o +5%.^000000 \nTipo de Item: ^777777Capa^000000\nDefesa: ^77777716^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^77777748^000000\nClasses: ^777777Todas as classes transcendentais, exceto aprendizes^000000"""
"2528","Cachecol de Lã [1]","2","515","1","""Um cachecol feito de l\u00e3 de alta qualidade. \nQuente e confort\u00e1vel quando usada.\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777711^000000 DEFM: ^7777774^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777755^000000\nClasses: ^777777Transclasses^000000"""
"2529","Insígnia do Cavaleiro","2","515","0","""Um s\u00edmbolo usado pelas pessoas que adoram correr. Basta us\u00e1-lo para ficar com vontade de correr.\nAGI + 2\nEsquiva + 10 quando usado com Botas Pretas de Couro.\nTipo de Item: ^777777Capa^000000\nDefesa: ^77777713^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777755^000000\nClasses: ^777777Todas as classes transcendentais, exceto aprendizes^000000"""
"2530","Insígnia do Cavaleiro [1]","2","515","1","""Um s\u00edmbolo usado pelas pessoas que adoram correr. Basta us\u00e1-lo para ficar com vontade de correr.\nAGI + 2\nEsquiva + 10 quando usado com Botas Pretas de Couro.\nTipo de Item: ^777777Capa^000000\nDefesa: ^77777713^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777755^000000\nClasses: ^777777Todas as classes transcendentais, exceto aprendizes^000000"""
"2531","Ulfhedinn [1]","2","515","1","""Uma capa misteriosa capaz de proteger seu usu\u00e1rio de ataques. \n^0000ffAo receber danos f\u00edsicos:^000000\n^0000ff2% de chance de autoconjurar [Pele Rochosa] nv. 1.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777713^000000\nPeso: ^77777770^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Transclasses de Espadachins, Mercadores, Gatunos e evolu\u00e7\u00f5es^000000"""
"2532","Manto de Mithril [1]","2","515","1","""Uma capa misteriosa capaz de proteger seu usu\u00e1rio de magias. \n^0000ffDEFM +3.^000000\nAo receber danos m\u00e1gicos:\n^0000ff20% de chance de autoconjurar [Anti Magia] nv. 1.^000000\nTipo: ^777777Capa^000000\nDefesa: ^7777778^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Arquimagos, Novi\u00e7os T., Arqueiros T. e evolu\u00e7\u00f5es^000000"""
"2536","Pele de Ventus [1]","2","515","1","""Pele amaldi\u00e7oada em linguagem demon\u00edaca.\nDEFM + 2, HP M\u00e1x + 200, Esquiva + 10\nTipo: ^777777Capa^000000\nDefesa: ^7777777^000000\nPeso: ^77777725^000000\nN\u00edvel necess\u00e1rio: ^77777760^000000\nClasses: ^777777Todas as classes e suas evolu\u00e7\u00f5es exceto Aprendizes^000000"""
"2537","Manteau de Diabolus [1]","2","515","1","""Manteau negro que apenas aqueles sem medo conseguem vestir.\n^0000ffHP m\u00e1x. +100.^000000\n^0000ffResist\u00eancia a propriedade Neutro +5%.^000000\n^0000ffDano f\u00edsico contra Morroc Ferido +10%.^000000\n^FA4E09Conjunto^000000\n^FA4E09[Botas de Diabolus]^000000\n^0000ffHP m\u00e1x. +6%.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777715^000000\nPeso: ^77777725^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Transclasses 2-1 e 2-2^000000"""
"2538","Manteau do Capitão [1]","2","515","1","""Um manteau espl\u00eandido criado para o guerreiro honrado que lutou no campo de batalha.\n^0000ffResist\u00eancia as ra\u00e7as Humano e Humanoide +1%.^000000\n^0000ffHP M\u00e1x + 50. DEFM + 1.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777728^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasses: ^777777Espadachim, Mercador, Gatuno e evolu\u00e7\u00f5es; Ninja e Mestre Taekwon.^000000"""
"2539","Manteau do Comandante [1]","2","515","1","""Um manteau glorioso criado para o comandante no campo de batalha. \n^0000ffResist\u00eancia as ra\u00e7as Humano e Humanoide +1%.^000000\n^0000ffHP M\u00e1x + 50. DEFM + 1.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777720^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasses: ^777777Mago, Novi\u00e7o, Arqueiro, e evolu\u00e7\u00f5es; Espiritualista^000000"""
"2540","Manteau do Xerife [1]","2","515","1","""Um manteau com o esp\u00edrito e a for\u00e7a da vida selvagem.\nResist\u00eancia as ra\u00e7as Humanoide e Humano +1%.\nHP M\u00e1x + 50. DEFM + 1.\nTipo: ^777777Capa^000000\nDefesa: ^77777720^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777780^000000\nClasses: ^777777Justiceiro^000000"""
"2541","Manto de Asfrika","2","515","0","""Uma asa feita de todas as luzes que existem no mundo. \nO nome significa 'A luz dos deuses'.\n--------------------------\n^a400cdIndestrut\u00edvel em batalha.^000000\n--------------------------\n^a400cdN\u00e3o pode ser refinado.^000000\n--------------------------\n^0000ffHabilita [Teleporte] nv.1.^000000\n^0000ffEsquiva +30.^000000\n^0000ffResist\u00eancia f\u00edsica a todas as propriedades +30%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777740^000000 DEFM: ^7777775^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^77777794^000000\nClasses: ^777777Todas^000000"""
"2542","Manteau de Chamas de Naght Sieger [1]","2","515","1","""Manteau criado das chamas e usado por Naght Sieger.\n^0000ffDEFM +2.^000000\n^0000ffHP m\u00e1x. +5%.^000000\n^0000ffDano m\u00e1gico +1%.^000000\n^0000ffDano f\u00edsico contra oponentes da propriedade Fogo +2%.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777716^000000\nPeso: ^77777770^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Transclasses^000000"""
"2543","Manteau das Sílfides [A]","2","515","0","""Um manteau imbu\u00eddo com o esp\u00edrito do vento capaz de proteger seu usu\u00e1rio do perigo.\nEsquiva +13\nEsquiva Perfeita +1\nReduz em 13% o dano de ataques da propriedade Neutro\nTipo: ^777777Capa^000000\nDefesa: ^77777733^000000\nPeso: ^7777770^000000\nClasses: ^777777Todas^000000"""
"2544","Couro de Leão de Vinhas [1]","2","515","1","""Couro de Le\u00e3o de Vinhas com ramos de planta saindo dele.\n--------------------------\n^0000ffResist\u00eancia as ra\u00e7as Bruto, Doram e Planta +5%.^000000\n^0000ffResist\u00eancia as propriedades Terra e \u00c1gua +5%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777714^000000 DEFM: ^7777770^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Transclasses^000000"""
"2545","Mushika [1]","2","515","1","""Um traje clerical para proteger os exorcistas da Igreja de Prontera.\n--------------------------\nAo receber danos f\u00edsicos corpo a corpo:\n^0000ff2% de chance de autoconjurar [Curar] nv.1 ou no maior n\u00edvel aprendido.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777710^000000 DEFM: ^7777773^000000\nPeso: ^77777750^000000\nN\u00edvel necess\u00e1rio: ^77777770^000000\nClasses: ^777777Sumo Sacerdotes e evolu\u00e7\u00f5es^000000"""
"2546","Capuz de Praia [1]","2","515","1","""Uma capa com capuz t\u00edpica dos habitantes de Comodo. Pode parecer estranho usar algo assim na praia mas, \u00e0 noite, ela combina perfeitamente com o clima festivo do local. Ela foi feita especialmente para proteger contra o calor do sol e qualquer tipo de queimadura.\nFOR + 1, INT + 1\n^8B4513 Concede +5 de esquiva quando equipado em conjunto com a Sand\u00e1lia de Praia. ^000000\nClasse: ^777777Capa^000000\nDefesa: ^7777770^000000 \nPeso: ^77777760^000000\nClasses: ^777777Todas^000000"""
"2549","Sobrepeliz Gloriosa","2","515","0","""^FF0000Intransfer\u00edvel^000000\nCapa fabricada no Reino Maroll.\n^0000ffHP m\u00e1x. +5%.^000000\n^0000ffResist\u00eancia as ra\u00e7as Humanoide e Humano +5%.^000000\nTipo: ^777777Capa^000000 \nDefesa: ^7777773^000000 \nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777781^000000\nClasses: ^777777Todas, exceto Aprendizes e Superaprendizes^000000"""
"2550","Sobrepeliz de Pescador","2","515","0","""Manto que protege os pescadores da chuva e do vento.\n^0000ffTempo de pescaria -2 segundos.^000000\nTipo: ^777777Capa^000000 \nDefesa: ^7777770^000000 \nPeso: ^77777725^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2553","Manteau do Dragão [1]","2","515","1","""Um cachecol feito de l\u00e3 de alta qualidade. \nQuente e confort\u00e1vel quando usada.\n--------------------------\n^0000ffAGI +1.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777714^000000 DEFM: ^7777775^000000\nPeso: ^777777100^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Transclasses^000000"""
"2554","Pedaço de Pele do Guardião [1]","2","515","1","""Roupa feita com uma escama da sombra de Nidhogg. Ainda possui um poder muito forte.\n^0000ffDEFM +3.^000000\n^0000ffResist\u00eancia a todas as propriedades +7%.^000000\n^0000ff1% de chance de converter 1% do dano f\u00edsico causado em SP.^000000\nA cada refino:\n^0000ffSP +10.^000000\nA cada 3 n\u00edveis de base:\n^0000ffSP +1.^000000\nTipo: ^777777Capa^000000\nDefesa: ^77777725^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^77777790^000000\nClasses: ^777777Todas as Transcendentais, exceto Aprendizes^000000"""
"2560","Capa do Éden I","2","515","0","""Capa criada exclusivamente para membros do Grupo do \u00c9den. Uma bela prote\u00e7\u00e3o para os ombros e costas.\n--------------------------\n^a400cdN\u00e3o pode ser refinado.^000000\n--------------------------\n^0000ffResist\u00eancia a propriedade Neutro +10%.^000000 \n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777714^000000 DEFM: ^7777770^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777712^000000\nClasses: ^777777Todas^000000"""
"2561","Capuz Evoluído [1]","2","515","1","""Touca flex\u00edvel para cabe\u00e7a e pesco\u00e7o.\n^0000ffM\u00e1ximo HP + 3%.^000000\nClasse: ^777777Capa^000000\nDefesa: ^7777774^000000\nPeso: ^77777720^000000\nClasses: ^777777Todas^000000"""
"2562","Sobrepeliz Aprimorado [1]","2","515","1","""Um sobrepeliz mais resistente, que garante prote\u00e7\u00e3o extra ao seu usu\u00e1rio.\n^0000ffM\u00e1ximo HP +3%.^000000\nTipo: ^777777Capa^000000\nDefesa: ^7777774^000000\nPeso: ^77777720^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas exceto Aprendiz e Evolu\u00e7\u00e3o^000000"""
"2564","Cauda Feral","2","515","0","""^ff0000Este item n\u00e3o pode ser trocado entre personagens.^000000\nExiste uma mensagem inscrita - Um s\u00edmbolo de bravura feito com a cauda de uma grande besta.\nN\u00e3o pode ser refinada ou destru\u00edda.\nTipo: ^777777Capa^000000\nDefesa: ^77777716^000000\nPeso: ^7777770^000000\nN\u00edvel Necess\u00e1rio: ^77777775^000000\nClasse: ^777777Todas as classes^000000"""
"2565","Toalha de Praia [1]","2","515","1","""Uma toalha de praia colorida usada para tomar sol.\n^0000ffEsquiva +7.^000000\n^0000ffResist\u00eancia a propriedade Neutro +7%.^000000\nTipo: ^777777Capa^000000\nDEF: ^7777772^000000 DEFM: ^7777773^000000\nPeso: ^77777710^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2568","Sobrepeliz Sombrio do Sicário","2","515","0","""^ff0000Intransfer\u00edvel.^000000\nUm cachecol desgastado pelo uso.\n--------------------------\n^a400cdN\u00e3o pode ser refinado.^000000\n--------------------------\n^0000ffAGI +1.^000000\n--------------------------\n^0000ffDano de [L\u00e2minas Retalhadoras] e [Destruidor de Almas] +5%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777710^000000 DEFM: ^7777770^000000\nPeso: ^77777740^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Todas^000000"""
"2569","Xale da Afeição","2","515","0","""Manto criado para simbolizar a preocupa\u00e7\u00e3o com o pr\u00f3ximo.\n--------------------------\n^0000ffEsquiva perfeita +5.^000000\n--------------------------\nAo receber danos f\u00edsicos ou m\u00e1gicos:\n^0000ff3% de chance de autoconjurar [Renovatio] nv.1.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777712^000000 DEFM: ^7777770^000000\nPeso: ^77777730^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Arcebispos e evolu\u00e7\u00f5es^000000"""
"2570","Xale do Julgamento","2","515","0","""Xale para o dia do Ju\u00edzo Final, onde todos ser\u00e3o julgados.\n--------------------------\n^0000ffEsquiva +5.^000000\n--------------------------\nAo receber danos f\u00edsicos ou m\u00e1gicos:\n^0000ff3% de chance de autoconjurar [Oratio] nv.2 ou no maior n\u00edvel aprendido.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777712^000000 DEFM: ^7777770^000000\nPeso: ^77777730^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Arcebispos e evolu\u00e7\u00f5es^000000"""
"2571","Capa do Éden II","2","515","0","""Capa criada exclusivamente para membros do Grupo do \u00c9den. Uma bela prote\u00e7\u00e3o para os ombros e costas.\n--------------------------\n^a400cdN\u00e3o pode ser refinado.^000000\n--------------------------\n^0000ffEsquiva +12.^000000 \n^0000ffResist\u00eancia a propriedade Neutro +10%.^000000 \n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777718^000000 DEFM: ^7777770^000000\nPeso: ^7777770^000000\nN\u00edvel necess\u00e1rio: ^77777760^000000\nClasses: ^777777Todas^000000"""
"2573","Asas de Arcanjo [1]","2","515","1","""Lindas Asas de Arcanjo. Brancas como a neve e leves feito plumas. Elas podem ser encantadas na <NAVI>[Valqu\u00edria Iluminada]<INFO>prontera,100,63,0,000,0<\/INFO><\/NAVI> dentro do Paramercado.\n--------------------------\n^008080Exibe o visual nas costas do personagem.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777718^000000 DEFM: ^7777770^000000\nPeso: ^77777720^000000\nN\u00edvel necess\u00e1rio: ^7777771^000000\nClasses: ^777777Todas^000000"""
"2574","Manteau de Ur","2","515","0","""Um manto criado ao purificar uma Runa Ur.\n--------------------------\n^0000ffHP M\u00e1x. +2%.^000000\n^0000ffResist\u00eancia a propriedade Neutro +10%.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777720^000000 DEFM: ^7777770^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Cavaleiros R\u00fanicos e evolu\u00e7\u00f5es^000000"""
"2575","Manteau de Peuz","2","515","0","""Um manto criado ao purificar uma Runa Peuz.\n--------------------------\n^0000ffCRIT +10.^000000\n^0000ffEsquiva +10.^000000\n--------------------------\nTipo: ^777777Capa^000000\nDEF: ^77777716^000000 DEFM: ^7777770^000000\nPeso: ^77777760^000000\nN\u00edvel necess\u00e1rio: ^777777100^000000\nClasses: ^777777Cavaleiros R\u00fanicos e evolu\u00e7\u00f5es^000000"""
